Name,Specialties,Gender,Language,City,Zipcode,Overall_Ratings,Total_Reviews,Wait_Time_Score,Manner_Score,Video_Visit,Doc_Urls
"Dr. Leon Nitkin, MD",Gynecologist,Male,English,"Brooklyn, NY",11226,4.47,307 reviews,3.74,4.49,False,https://www.zocdoc.com/doctor/leon-nitkin-md-293431
"Dr. Jerry Chang, MD",Plastic Surgeon,Male,"English
Chinese (Mandarin)","New York, NY",None,4.89,35 reviews,4.42,4.90,True,https://www.zocdoc.com/doctor/jerry-chang-md-76837
"Dr. Jedidiah Burack, MD","Internist, Primary Care Doctor",Male,English,"Brooklyn, NY",11238,4.74,576 reviews,4.00,4.79,True,https://www.zocdoc.com/doctor/jedidiah-burack-md-291973
"Dr. Mark Seldon, MD, FACC",Cardiologist,Male,English,"New York, NY",10016,4.67,162 reviews,4.63,4.65,False,https://www.zocdoc.com/doctor/mark-seldon-md-facc-7338
"In Choi, LAc",Acupuncturist,Female,English,"New York, NY",10004,None,None,None,None,False,https://www.zocdoc.com/doctor/in-choi-lac-284828
"Dr. William D Spielfogel, DPM",Podiatrist,Male,English,"Brooklyn, NY",11209,4.74,123 reviews,4.08,4.71,False,https://www.zocdoc.com/doctor/william-d-spielfogel-dpm-1674
"Dr. Natalie McCrackin, DDS","Dentist, Cosmetic Dentist",Female,English,"New York, NY",10017,4.89,37 reviews,4.86,4.89,False,https://www.zocdoc.com/dentist/natalie-mccrackin-dds-286535
"Leonardo Austria, PT",Physical Therapist,Male,"English
Filipino","Rego Park, NY",11374,5.00,3 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/leonardo-austria-pt-287478
"Dr. Marina Mankovetskiy, DPM",Podiatrist,Female,English,"New York, NY",10017,4.84,76 reviews,4.93,4.84,False,https://www.zocdoc.com/doctor/marina-mankovetskiy-dpm-133581
"Dr. Garry Levingart, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish
Russian","New York, NY",10023,4.15,171 reviews,4.19,4.26,False,https://www.zocdoc.com/dentist/garry-levingart-dds-57659
"Dr. Irina Pankova, DO",Ophthalmologist,Female,"English
Russian","Brooklyn, NY",11223,4.56,97 reviews,4.48,4.68,False,https://www.zocdoc.com/doctor/irina-pankova-do-96158
"Dr. Alan Schlussel, OD",Optometrist,Male,English,"West Orange, NJ",07052,4.69,775 reviews,4.31,4.71,False,https://www.zocdoc.com/doctor/alan-schlussel-od-9975
"Dr. Ralph Speken, MD",Psychiatrist,Male,English,"New York, NY",10128,4.72,260 reviews,4.81,4.70,False,https://www.zocdoc.com/doctor/ralph-speken-md-140160
"Dr. Ariel Tamma, DDS",Dentist,Male,"English
Spanish
Russian","Little Neck, NY",11362,None,None,None,None,False,https://www.zocdoc.com/dentist/ariel-tamma-dds-286988
"Sam Morjaria, PT",Physical Therapist,Male,English,"New York, NY",10027,4.98,47 reviews,4.82,4.93,False,https://www.zocdoc.com/professional/sam-morjaria-pt-25491
"Dana Spada, LMSW, PhD",Psychotherapist,Female,English,"Brooklyn, NY",11207,5.00,9 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/dana-spada-lmsw-phd-287298
"Dr. Tejal Kaur, MD","Child and Adolescent Psychiatrist, Psychiatrist, Psychotherapist",Female,"English
Spanish
Marathi","New York, NY",None,4.90,21 reviews,4.90,4.95,True,https://www.zocdoc.com/professional/tejal-kaur-md-46681
"Dr. Ira Halperin, MD",Primary Care Doctor,Male,English,"New York, NY",10011,4.76,591 reviews,4.80,4.75,False,https://www.zocdoc.com/doctor/ira-halperin-md-44765
"Dr. Tariq Lamki, MD",Neurosurgeon,Male,English,"Bronx, NY",10457,5.00,None,4.20,4.80,False,https://www.zocdoc.com/doctor/tariq-lamki-md-195068
"Dr. Alison Ho, MD, FACOG",OB-GYN,Female,English,"New York, NY",10016,4.82,624 reviews,4.41,4.76,False,https://www.zocdoc.com/doctor/alison-ho-md-facog-56058
"Dr. Louis Sarantakos, OD",Optometrist,Male,"English
Greek","New York, NY",10011,4.89,886 reviews,4.73,4.91,False,https://www.zocdoc.com/doctor/louis-sarantakos-od-149050
"Cody Archibald, PAC",Physician Assistant,Male,English,"Breezy Point, NY",11697,5.00,None,5.00,5.00,True,https://www.zocdoc.com/doctor/cody-archibald-pac-296821
"Dr. Arun Palkhiwala, MD",Cardiologist,Male,English,"Astoria, NY",11103,4.95,21 reviews,3.81,4.90,False,https://www.zocdoc.com/doctor/arun-palkhiwala-md-289862
"Dr. Su Jin, DDS",Dentist,Female,"English
Korean
Chinese (Mandarin)
Chinese (Cantonese)","Flushing, NY",11354,4.78,294 reviews,4.80,4.80,False,https://www.zocdoc.com/dentist/su-jin-dds-1462
"Dr. Roya Jafari-Hassad, MD","Family Physician, Primary Care Doctor",Female,"English
Spanish
Hebrew
view all","Great Neck, NY",11021,None,None,None,None,True,https://www.zocdoc.com/doctor/roya-jafari-hassad-md-31282
"Dr. Ededet Udo, MD, FACOG",OB-GYN,Male,"English
Spanish","New York, NY",10030,4.54,675 reviews,3.53,4.57,True,https://www.zocdoc.com/doctor/ededet-udo-md-facog-27217
"Dr. Sarah Silverman, MD","Allergist, Immunologist",Female,English,"Brooklyn, NY",11201,4.87,279 reviews,4.75,4.90,False,https://www.zocdoc.com/doctor/sarah-silverman-md-56939
"Dr. Lobina Kalam, MD","Internist, Primary Care Doctor",Female,English,"Long Island City, NY",11101,4.89,131 reviews,4.78,4.93,True,https://www.zocdoc.com/doctor/lobina-kalam-md-287643
"Dr. Francia De Vera, MD",Pediatrician,Female,English,"Ridgewood, NY",11385,None,None,None,None,False,https://www.zocdoc.com/doctor/francia-de-vera-md-293672
"Dr. Philip Bruder, MD",Dermatologist,Male,English,"New York, NY",10012,4.89,19 reviews,4.47,4.82,True,https://www.zocdoc.com/doctor/philip-bruder-md-296184
"Dr. Van Hong Duong Nguyen, MD",Cardiologist,Female,English,"New York, NY",10028,5.00,None,4.67,4.83,False,https://www.zocdoc.com/doctor/van-hong-duong-nguyen-md-111922
"Dr. Boris Gershteyn, DC",Chiropractor,Male,"English
Russian","Forest Hills, NY",11375,4.83,637 reviews,4.93,4.84,False,https://www.zocdoc.com/doctor/boris-gershteyn-dc-67473
"Dr. Shweta Verma, DDS",Dentist,Female,English,"New York, NY",10007,4.79,137 reviews,4.76,4.83,False,https://www.zocdoc.com/dentist/shweta-verma-dds-142927
"Deborah Berman, LCSW",Psychotherapist,Female,English,"New York, NY",10004,None,None,None,None,False,https://www.zocdoc.com/professional/deborah-berman-lcsw-298503
"Alyssa Milazzo, DPT",Physical Therapist,Female,English,"New York, NY",10024,5.00,17 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/alyssa-milazzo-dpt-293576
"Dr. D Harshad Bhatt, MD, PhD",Psychiatrist,Male,English,"New York, NY",10013,4.45,29 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/d-harshad-bhatt-md-phd-65034
"Dr. Naila (Bryan) Manji, DDS",Dentist,Female,English,"New York, NY",10017,5.00,9 reviews,4.89,5.00,False,https://www.zocdoc.com/dentist/naila-bryan-manji-dds-296733
"Dmitry Choklin, DPT, CSCS",Physical Therapist,Male,"English
Spanish
Russian","Long Island City, NY",11101,5.00,12 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/dmitry-choklin-dpt-cscs-255404
"Sharon Scott, FNP",Nurse Practitioner,Female,English,"Brooklyn, NY",11236,4.50,None,5.00,5.00,False,https://www.zocdoc.com/doctor/sharon-scott-fnp-296960
"Dr. Andrea Capalbo, MD, FACOG",OB-GYN,Female,English,"New York, NY",10016,4.80,1054 reviews,3.90,4.92,False,https://www.zocdoc.com/doctor/andrea-capalbo-facog-md-3831
"Dr. Gary Gwertzman, MD","Vascular Surgeon, Surgeon",Male,"English
Russian
Turkish
Romanian","Brooklyn, NY",11234,None,None,None,None,False,https://www.zocdoc.com/doctor/gary-gwertzman-md-243663
"Dr. Lawrence R. Krakoff, MD",Cardiologist,Male,"English
Spanish","New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/lawrence-r-krakoff-md-247274
"Nicole Traina, PA",Physician Assistant,Female,English,"New York, NY",10065,5.00,15 reviews,4.57,4.86,True,https://www.zocdoc.com/doctor/nicole-traina-pa-295680
"Dr. Eugene Stanislaus, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish","Brooklyn, NY",11201,4.87,101 reviews,4.66,4.95,False,https://www.zocdoc.com/dentist/eugene-stanislaus-dds-40280
"Dr. Ameer Hmeidan, MD","Internist, Primary Care Doctor",Male,"English
Arabic","New York, NY",None,4.90,176 reviews,4.47,4.96,True,https://www.zocdoc.com/doctor/ameer-hmeidan-md-290054
"Dr. Kecia Gerlach, MD",OB-GYN,Female,"English
German","New York, NY",10013,4.89,1441 reviews,4.22,4.93,False,https://www.zocdoc.com/doctor/kecia-gerlach-md-31308
"Dr. Vicki J. Levine, MD",Dermatologist,Female,English,"New York, NY",10016,4.72,124 reviews,4.45,4.71,False,https://www.zocdoc.com/doctor/vicki-j-levine-md-278349
"Dr. Vivian M. Abascal, MD",Cardiologist,Female,English,"New York, NY",10027,None,None,None,None,False,https://www.zocdoc.com/doctor/vivian-m-abascal-md-247276
"Alexandra Malkin, PT",Physical Therapist,Female,"English
Spanish","New York, NY",10016,4.74,107 reviews,4.76,4.75,True,https://www.zocdoc.com/professional/alexandra-malkin-pt-3638
"Dr. Syngbum Kim, DDS","Dentist, Cosmetic Dentist",Male,"English
Korean","Fort Lee, NJ",07024,4.86,173 reviews,4.86,4.86,False,https://www.zocdoc.com/dentist/syngbum-kim-dds-83971
"Dr. Omar Ahmed, MD",Neurologist,Male,English,"Bronx, NY",10467,None,None,None,None,False,https://www.zocdoc.com/doctor/omar-ahmed-md-287195
"Dr. Anthony Bertelle, MD","Internist, Primary Care Doctor",Male,"English
Spanish
Italian
Russian","Brooklyn, NY",11228,4.64,177 reviews,3.56,4.76,True,https://www.zocdoc.com/doctor/anthony-bertelle-md-17573
"Dr. Victor Tenenbaum, DO",Primary Care Doctor,Male,English,"New York, NY",10012,4.83,990 reviews,4.58,4.84,False,https://www.zocdoc.com/doctor/victor-tenenbaum-do-514
"Jonathan Detrixhe, PhD",Psychologist,Male,English,"Brooklyn, NY",11222,4.77,13 reviews,5.00,4.92,False,https://www.zocdoc.com/doctor/jonathan-detrixhe-phd-210118
"Dr. Vikas Varma, MD","Spine Specialist, Orthopedic Surgeon, Sports Medicine Specialist",Male,"English
Hindi
Urdu","New York, NY",10019,4.28,61 reviews,3.85,4.38,False,https://www.zocdoc.com/doctor/vikas-varma-md-148478
"Dr. Jamey Levy, MD","Psychiatrist, Psychotherapist",Male,English,"New York, NY",10017,5.00,17 reviews,4.81,5.00,False,https://www.zocdoc.com/professional/jamey-levy-md-150609
"Dr. Frank Orlando, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Spanish","New York, NY",10019,4.98,252 reviews,4.85,4.98,False,https://www.zocdoc.com/dentist/frank-orlando-dds-209407
"Dr. Fedor Panov, MD",Neurosurgeon,Male,"English
Spanish
Russian","New York, NY",10019,4.91,11 reviews,4.50,5.00,False,https://www.zocdoc.com/doctor/fedor-panov-md-282234
"Dr. Zarina (Naizam) Badalova, AuD",Audiologist,Female,English,"Rego Park, NY",11374,None,None,None,None,False,https://www.zocdoc.com/doctor/zarina-naizam-badalova-aud-297008
"Dr. Lada Galilova, DO",Primary Care Doctor,Female,"English
Spanish
Russian","Brooklyn, NY",11201,4.78,506 reviews,3.56,4.84,True,https://www.zocdoc.com/doctor/lada-galilova-do-241208
"Dr. Bruce E. Katz, MD",Dermatologist,Male,"English
French
Spanish
view all","Woodside, NY",11377,4.42,581 reviews,4.21,4.47,True,https://www.zocdoc.com/doctor/bruce-e-katz-md-9842
"Linda Grad, PhD",Psychologist,Female,English,"New York, NY",10022,4.83,29 reviews,5.00,4.75,True,https://www.zocdoc.com/doctor/linda-grad-phd-6405
"John Pasagiannis, PhD",Psychologist,Male,English,"New York, NY",10024,5.00,9 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/john-pasagiannis-phd-213666
"Dr. Holly Gilbert, MD","Infectious Disease Specialist, Internist",Female,English,"New York, NY",10016,4.88,34 reviews,4.76,4.88,False,https://www.zocdoc.com/doctor/holly-gilbert-md-214353
"Dr. Alan Glass, MD",Dermatologist,Male,"English
Spanish
Hebrew","New York, NY",10019,4.83,3150 reviews,4.71,4.85,True,https://www.zocdoc.com/doctor/alan-glass-md-24808
"Dr. Oksana Zak, DDS",Dentist,Female,English,"Brooklyn, NY",11236,4.17,180 reviews,3.65,4.24,False,https://www.zocdoc.com/dentist/oksana-zak-dds-164376
"Dr. Igor Khelemsky, MD",Neurologist,Male,"English
Spanish
Hebrew
Russian
Ukrainian","Brooklyn, NY",11226,4.56,354 reviews,4.08,4.55,False,https://www.zocdoc.com/doctor/igor-khelemsky-md-23141
"Kayla Rowland, MSN, NP","Adult Nurse Practitioner, Nurse Practitioner",Female,English,"New York, NY",10007,4.90,311 reviews,4.58,4.92,False,https://www.zocdoc.com/doctor/kayla-rowland-msn-np-173919
"Dr. Peter Charap, MD","Internist, Primary Care Doctor",Male,"English
Spanish","New York, NY",10024,4.89,170 reviews,4.76,4.86,False,https://www.zocdoc.com/doctor/peter-charap-md-197600
"Dr. Cheryl Cottrol, MD",Neurologist,Female,English,"New York, NY",10003,4.35,160 reviews,4.03,4.28,True,https://www.zocdoc.com/doctor/cheryl-cottrol-md-174701
"Nanychi Franquiz, LMSW",Psychotherapist,Female,"English
Spanish","New York, NY",10001,5.00,None,5.00,5.00,True,https://www.zocdoc.com/professional/nanychi-franquiz-lmsw-291153
"Dr. Robert Lipschutz, DMD","Dentist, Cosmetic Dentist",Male,"English
Spanish
Japanese
view all","New York, NY",10019,4.87,90 reviews,4.82,4.88,False,https://www.zocdoc.com/dentist/robert-lipschutz-dmd-27953
"Dr. Usukumah Usukumah, MD, FACOG, FRCOG",OB-GYN,Male,"English
Spanish
Russian","Brooklyn, NY",11233,4.52,299 reviews,3.70,4.55,False,https://www.zocdoc.com/doctor/usukumah-usukumah-md-facog-frcog-40030
"Dr. Danielle Feldman, MD",OB-GYN,Female,English,"New York, NY",10012,4.13,8 reviews,4.00,4.14,False,https://www.zocdoc.com/doctor/danielle-feldman-md-286936
"Dr. Nidhi Dugar, MD","Internist, Primary Care Doctor",Female,"English
Hindi","Jackson Heights, NY",11372,4.72,86 reviews,4.43,4.68,False,https://www.zocdoc.com/doctor/nidhi-dugar-md-251057
"Dr. Mark Gray, MD, FACOG",Gynecologist,Male,English,"New York, NY",None,4.82,1179 reviews,4.50,4.79,True,https://www.zocdoc.com/doctor/mark-gray-facog-md-14210
"Elana Sidorina, PT",Physical Therapist,Female,"English
Russian","New York, NY",10017,5.00,8 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/elana-sidorina-pt-277321
"Diane Stemple, PhD",Psychologist,Female,English,"Brooklyn, NY",None,4.73,11 reviews,5.00,4.90,True,https://www.zocdoc.com/doctor/diane-stemple-phd-193440
"Dr. Donald Kaminsky, MD","Infectious Disease Specialist, Internist, Primary Care Doctor",Male,English,"New York, NY",None,5.00,21 reviews,4.82,5.00,True,https://www.zocdoc.com/doctor/donald-kaminsky-md-282226
"Peter Benjamin, DPT",Physical Therapist,Male,"English
Russian","New York, NY",10038,5.00,1 review,5.00,5.00,False,https://www.zocdoc.com/professional/peter-benjamin-dpt-284285
"Dr. Darlene Alfieri, MD","Internist, Primary Care Doctor",Female,English,"Bronx, NY",10463,4.95,74 reviews,4.49,4.91,False,https://www.zocdoc.com/doctor/darlene-alfieri-md-207433
"Briony Pittaway, LMHC",Psychotherapist,Female,English,"New York, NY",10016,None,None,None,None,True,https://www.zocdoc.com/professional/briony-pittaway-lmhc-292246
"Dr. Khadeen Cheesman, MD","Endocrinologist, Internist, Primary Care Doctor",Female,English,"New York, NY",None,4.96,26 reviews,4.71,4.92,True,https://www.zocdoc.com/doctor/khadeen-cheesman-md-186051
"Dr. Ludmilla Bronfin, MD","Clinical Neurophysiologist, Neurologist",Female,English,"New York, NY",10016,4.64,776 reviews,3.62,4.65,True,https://www.zocdoc.com/doctor/ludmilla-bronfin-md-60804
"Alice Sorensen, LCAT",Psychotherapist,Female,English,"New York, NY",10017,4.75,None,5.00,5.00,True,https://www.zocdoc.com/professional/alice-sorensen-lcat-293529
"Maribell Sanchez-Rivera, LAc",Acupuncturist,Female,English,"New York, NY",10006,5.00,8 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/maribell-sanchez-rivera-lac-290030
"Dr. Jeffrey Delson, MD","Internist, Primary Care Doctor",Male,English,"New York, NY",10014,4.78,2945 reviews,4.60,4.80,False,https://www.zocdoc.com/doctor/jeffrey-delson-md-3326
"Dr. Durga Maddineni, MD",Family Physician,Female,English,"Sunnyside, NY",11104,4.63,200 reviews,4.18,4.64,False,https://www.zocdoc.com/doctor/durga-maddineni-md-157977
"Dr. Joe Vongvorachoti, MD",Physiatrist,Male,English,"New York, NY",None,4.55,190 reviews,4.55,4.49,True,https://www.zocdoc.com/doctor/joe-vongvorachoti-md-282923
"Dr. Mee Kyung (Michelle) Han, DMD","Dentist, Cosmetic Dentist",Female,"English
Korean","New York, NY",10038,4.98,281 reviews,4.91,4.97,False,https://www.zocdoc.com/dentist/mee-kyung-michelle-han-dmd-237098
"Dr. Ritika Merai, DC",Chiropractor,Female,English,"New York, NY",10028,5.00,7 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/ritika-merai-dc-288439
"Nisha Manglani, LCSW",Psychotherapist,Female,English,"New York, NY",None,5.00,5 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/nisha-manglani-lcsw-297666
"Dr. Jonathan Trager, MD",Dermatologist,Male,English,"Brooklyn, NY",11217,4.75,52 reviews,4.74,4.78,False,https://www.zocdoc.com/doctor/jonathan-trager-md-291770
"Dr. Sze Wong, MD",Glaucoma Specialist,Male,English,"New York, NY",10013,5.00,None,None,None,False,https://www.zocdoc.com/doctor/sze-wong-md-290684
"Dr. Gustavo Fernandez-Ranvier, MD",Surgeon,Male,"English
Spanish","Astoria, NY",11102,5.00,None,4.50,5.00,False,https://www.zocdoc.com/doctor/gustavo-fernandez-ranvier-md-247283
"Dr. Jed Kaminetsky, MD",Urologist,Male,"English
Spanish
Italian","New York, NY",10016,4.60,722 reviews,4.29,4.58,False,https://www.zocdoc.com/doctor/jed-kaminetsky-md-48127
"Dr. Diana Nassar, MD","Family Physician, Primary Care Doctor",Female,"English
Arabic","New York, NY",None,4.82,89 reviews,4.57,4.95,True,https://www.zocdoc.com/doctor/diana-nassar-md-291987
"Dr. Chandhana Paka, MD","Urogynecologist, OB-GYN",Female,English,"New York, NY",10019,4.75,141 reviews,4.30,4.77,False,https://www.zocdoc.com/doctor/chandhana-paka-md-203437
"Dr. Mimi Yeung, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,"English
Spanish
Chinese (Mandarin)","New York, NY",10019,4.75,60 reviews,4.77,4.89,False,https://www.zocdoc.com/dentist/mimi-yeung-dds-119349
"Lucas Mayrsohn, LMSW",Psychotherapist,Male,English,"New York, NY",10006,5.00,4 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/lucas-mayrsohn-lmsw-295611
"Dr. Maribel Montes, DDS",Dentist,Female,"English
Spanish","Woodside, NY",11377,4.85,40 reviews,4.49,4.87,False,https://www.zocdoc.com/dentist/maribel-montes-dds-79945
"Dr. Sarah Jawhari, DMD",Dentist,Female,"English
French
Spanish
Arabic","New York, NY",10075,4.00,None,4.00,4.00,False,https://www.zocdoc.com/dentist/sarah-jawhari-dmd-291907
"Dr. Matthew Pabis, MD",Family Physician,Male,"English
Polish","New York, NY",10003,4.93,150 reviews,4.49,4.96,True,https://www.zocdoc.com/doctor/matthew-pabis-md-221792
"Zarin Yaqubie, MS",Psychotherapist,Female,English,"New York, NY",10016,5.00,3 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/zarin-yaqubie-ms-292264
"Dr. Kenneth Levey, MD, MPH","Gynecologist, OB-GYN",Male,English,"New York, NY",10038,4.65,184 reviews,4.05,4.60,True,https://www.zocdoc.com/doctor/kenneth-levey-md-mph-1797
"Sharon Campbell, DNP, FNP, MSN",Family Nurse Practitioner,Female,English,"Brooklyn, NY",11212,4.68,351 reviews,4.22,4.74,True,https://www.zocdoc.com/doctor/sharon-campbell-dnp-fnp-msn-115498
"Diana Morozov, PsyD",Psychologist,Female,English,"Brooklyn, NY",11217,5.00,9 reviews,4.89,5.00,False,https://www.zocdoc.com/doctor/diana-morozov-psyd-147022
"Dr. Halina Stec, MD",Primary Care Doctor,Female,"English
Polish","Stamford, CT",06902,None,None,None,None,False,https://www.zocdoc.com/doctor/halina-stec-md-3349
"Dr. Julie Shah, OD",Optometrist,Female,English,"New York, NY",10176,4.91,486 reviews,4.75,4.93,False,https://www.zocdoc.com/doctor/julie-shah-od-171640
"Dr. Raymond Swainson, DDS",Dentist,Male,English,"New York, NY",10022,4.90,10 reviews,4.70,5.00,False,https://www.zocdoc.com/dentist/raymond-swainson-dds-193047
"Dr. Behnaz Garemani, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,"English
Spanish","New York, NY",10019,4.82,407 reviews,4.80,4.87,False,https://www.zocdoc.com/dentist/behnaz-garemani-dds-164280
"Dr. Jose Alberty Oller, MD",Breast Surgeon,Male,"English
Spanish","Long Island City, NY",11102,None,None,None,None,False,https://www.zocdoc.com/doctor/jose-alberty-oller-md-248339
"Noam Schneck, PhD",Psychologist,Male,English,"New York, NY",10019,5.00,8 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/noam-schneck-phd-242650
"Dr. Angel Caraballo, MD","Child and Adolescent Psychiatrist, Psychiatrist, Psychotherapist",Male,"English
Spanish","New York, NY",None,4.83,23 reviews,4.90,4.95,True,https://www.zocdoc.com/professional/angel-caraballo-md-13561
